frame_index,timestamp,R,G,B,average_SpO2
99, 15:13:26,68.561987,167.659446,898.232244,96.4
100, 15:13:26,68.610006,167.866004,898.522727,96.4
101, 15:13:26,68.695234,168.113163,900.039773,96.4
102, 15:13:26,68.768032,168.497751,901.054688,96.4
103, 15:13:26,68.859454,168.995975,903.089489,96.4
104, 15:13:26,68.907434,169.197206,902.819602,96.4
105, 15:13:26,68.969421,169.574929,904.424006,96.4
106, 15:13:26,69.025963,169.830256,904.569602,96.4
107, 15:13:26,69.087318,170.215554,905.966619,96.4
108, 15:13:26,69.170967,170.600971,907.585938,96.4
109, 15:13:26,69.284249,171.130682,909.735795,96.4
110, 15:13:26,69.339449,171.510298,910.664062,96.4
111, 15:13:26,69.432962,171.96508,911.78196,96.4
112, 15:13:26,69.526357,172.434186,912.934659,96.4
113, 15:13:26,69.566959,172.689512,913.889915,96.4
114, 15:13:26,69.640152,173.152936,914.977273,96.4
115, 15:13:26,69.735164,173.638258,916.522727,96.4
116, 15:13:26,69.855469,174.227865,917.847301,96.4
117, 15:13:26,69.790522,174.255563,918.519176,96.4
118, 15:13:26,69.344736,172.693774,911.182528,96.4
119, 15:13:26,68.867464,170.619437,904.25071,96.4
120, 15:13:27,68.656842,169.334162,900.519176,96.15
121, 15:13:27,68.587437,168.73911,899.823864,96.15
122, 15:13:27,68.504577,168.206913,898.09375,96.15
123, 15:13:27,68.398635,167.637666,896.274858,96.15
124, 15:13:27,68.295297,167.177083,894.747159,96.15
125, 15:13:27,68.37863,167.360795,896.289773,96.15
126, 15:13:27,68.4927,167.767874,897.638494,96.15
127, 15:13:27,68.529553,167.937618,898.810369,96.15
128, 15:13:27,68.558673,168.041075,898.715199,96.15
129, 15:13:27,68.558475,168.083097,898.93892,96.15
130, 15:13:27,68.637508,168.408736,900.080256,96.15
131, 15:13:27,68.69117,168.716027,900.833097,96.15
132, 15:13:27,68.796283,169.194247,902.682528,96.15
133, 15:13:27,68.887745,169.684541,904.169744,96.15
134, 15:13:27,68.93608,170.021307,904.982955,96.15
135, 15:13:27,69.062027,170.537405,907.292614,96.15
136, 15:13:27,69.121843,170.827652,907.826705,96.15
137, 15:13:27,69.204072,171.310133,909.286932,96.15
138, 15:13:27,69.251894,171.61553,909.363636,96.15
139, 15:13:27,69.356968,172.284446,912.294744,96.15
140, 15:13:27,69.499605,172.717093,913.285511,96.15
141, 15:13:27,69.527699,173.174006,914.512784,96.15
142, 15:13:27,69.603456,173.597301,915.43892,96.15
143, 15:13:27,69.685606,174.074811,917.690341,96.15
144, 15:13:27,69.760614,174.62938,918.242188,96.15
145, 15:13:27,69.804885,175.0567,919.791903,96.15
146, 15:13:27,69.894255,175.594223,921.59375,96.15
147, 15:13:27,69.997238,176.212831,923.109375,96.15
148, 15:13:27,70.068497,176.680871,923.965909,96.15
149, 15:13:27,70.014875,176.571141,924.34446,96.15
150, 15:13:28,69.519137,174.734493,916.739347,96.15
151, 15:13:28,69.099392,172.872988,911.004972,96.15
152, 15:13:28,68.935409,171.699692,906.81179,96.15
153, 15:13:28,68.919508,171.292614,906.056818,96.15
154, 15:13:28,68.899384,170.85535,905.555398,96.15
155, 15:13:28,68.761285,170.25071,903.225852,96.15
156, 15:13:28,68.759193,170.180516,903.628551,96.15
157, 15:13:28,68.82631,170.273438,904.558239,96.15
158, 15:13:28,68.923572,170.586529,905.573153,96.15
159, 15:13:28,68.940025,170.651042,906.238636,96.15
160, 15:13:28,68.980153,170.780895,906.034801,96.15
161, 15:13:28,68.981455,170.821733,906.799716,96.15
162, 15:13:28,69.021228,171.065578,907.134943,96.15
163, 15:13:28,69.113794,171.408144,908.693182,96.15
164, 15:13:28,69.172625,171.764086,909.385653,96.15
165, 15:13:28,69.279553,172.24491,911.458097,96.15
166, 15:13:28,69.343079,172.544389,912.567472,96.15
167, 15:13:28,69.429372,173.06321,913.833807,96.15
168, 15:13:28,69.47167,173.392756,913.830966,96.15
169, 15:13:28,69.529198,173.816761,915.650568,96.15
170, 15:13:28,69.57047,174.152699,916.09233,96.15
171, 15:13:28,69.649384,174.564631,917.237216,96.15
172, 15:13:28,69.727746,175.089015,917.664773,96.15
173, 15:13:28,69.80236,175.414181,919.96804,96.15
174, 15:13:28,69.911656,176.000118,921.549006,96.15
175, 15:13:28,69.947285,176.293087,922.599432,96.15
176, 15:13:28,70.050071,176.853338,923.941051,96.15
177, 15:13:28,70.105863,177.259825,925.365767,96.15
178, 15:13:28,70.20348,177.785156,926.335938,96.15
179, 15:13:28,70.262271,178.155658,927.916903,96.15
180, 15:13:29,70.086372,177.556937,925.296165,96.175
181, 15:13:29,69.574534,175.513376,917.489347,96.175
182, 15:13:29,69.175623,173.546757,911.504972,96.175
183, 15:13:29,69.113321,172.59233,909.502841,96.175
184, 15:13:29,69.081992,172.008759,908.28267,96.175
185, 15:13:29,69.044586,171.630445,907.634943,96.175
186, 15:13:29,68.961529,171.010062,905.489347,96.175
187, 15:13:29,69.000868,171.080729,906.151989,96.175
188, 15:13:29,69.075047,171.27107,907.262784,96.175
189, 15:13:29,69.136324,171.357363,908.229403,96.175
190, 15:13:29,69.170297,171.307765,907.872159,96.175
191, 15:13:29,69.110598,171.152344,906.536222,96.175
192, 15:13:29,69.147214,171.290601,906.789062,96.175
193, 15:13:29,69.200087,171.458688,908.90554,96.175
194, 15:13:29,69.306226,171.860914,909.702415,96.175
195, 15:13:29,69.387705,172.244555,910.805398,96.175
196, 15:13:29,69.485953,172.647727,911.801136,96.175
197, 15:13:29,69.536301,172.951705,913.136364,96.175
198, 15:13:29,69.618292,173.276278,914.444602,96.175
199, 15:13:29,69.695076,173.655303,915.693182,96.175
200, 15:13:29,69.713976,173.852154,916.18679,96.175
201, 15:13:29,69.78271,174.360914,917.682528,96.175
202, 15:13:29,69.871409,174.686198,918.770597,96.175
203, 15:13:29,69.958136,175.064276,919.939631,96.175
204, 15:13:29,70.014915,175.565578,921.160511,96.175
205, 15:13:29,70.074416,175.959517,922.15483,96.175
206, 15:13:29,70.216185,176.460582,923.522017,96.175
207, 15:13:29,70.089923,176.240412,922.632812,96.175
208, 15:13:29,69.654948,174.460109,915.40554,96.175
209, 15:13:29,69.154159,172.01598,908.192472,96.175
210, 15:13:30,68.906368,170.345052,903.473722,96.15
211, 15:13:30,68.824968,169.652462,901.409091,96.15
212, 15:13:30,68.767716,169.082505,900.441051,96.15
213, 15:13:30,68.700442,168.549716,899.664773,96.15
214, 15:13:30,68.669231,168.310724,898.389915,96.15
215, 15:13:30,68.764757,168.553267,900.421875,96.15
216, 15:13:30,68.842921,168.766454,900.877131,96.15
217, 15:13:30,68.838147,168.798059,900.012784,96.15
218, 15:13:30,68.856297,168.789536,900.81392,96.15
219, 15:13:30,68.853614,168.75071,901.328125,96.15
220, 15:13:30,68.89682,168.990175,902.199574,96.15
221, 15:13:30,69.019058,169.384825,903.354403,96.15
222, 15:13:30,69.135732,169.914773,904.943182,96.15
223, 15:13:30,69.263139,170.370857,907.409801,96.15
224, 15:13:30,69.312382,170.722656,908.017756,96.15
225, 15:13:30,69.38514,171.108546,909.290483,96.15
226, 15:13:30,69.447206,171.43821,910.143466,96.15
227, 15:13:30,69.555516,171.923651,911.848722,96.15
228, 15:13:30,69.611506,172.255919,911.887784,96.15
229, 15:13:30,69.718908,172.679451,913.463068,96.15
230, 15:13:30,69.765191,173.025687,914.432528,96.15
231, 15:13:30,69.861466,173.534683,916.341619,96.15
232, 15:13:30,69.956479,173.942353,917.139915,96.15
233, 15:13:30,70.023161,174.479995,918.360085,96.15
234, 15:13:30,70.043916,174.705611,919.361506,96.15
235, 15:13:30,69.652107,173.140033,913.431108,96.15
236, 15:13:30,69.088542,170.583807,904.264205,96.15
237, 15:13:30,68.748461,168.67152,898.929688,96.15
238, 15:13:30,68.603575,167.759115,896.253551,96.15
239, 15:13:30,68.523714,167.20277,895.020597,96.15
240, 15:13:31,68.393071,166.384706,893.115057,96.15
241, 15:13:31,68.37721,166.121212,892.21875,96.15
242, 15:13:31,68.415562,166.169508,892.954545,96.15
243, 15:13:31,68.5509,166.78196,896.004261,96.15
244, 15:13:31,68.623856,167.069484,896.195312,96.15
245, 15:13:31,68.686356,167.377723,898.016335,96.15
246, 15:13:31,68.7558,167.57848,898.240767,96.15
247, 15:13:31,68.800584,167.840199,899.197443,96.15
248, 15:13:31,68.911932,168.445076,900.409091,96.15
249, 15:13:31,68.991556,168.831203,901.75142,96.15
250, 15:13:31,69.157947,169.506037,904.317472,96.15
251, 15:13:31,69.250434,170.013613,906.56179,96.15
252, 15:13:31,69.357481,170.578125,907.852273,96.15
253, 15:13:31,69.455216,171.096236,909.017756,96.15
254, 15:13:31,69.538707,171.526634,910.174006,96.15
255, 15:13:31,69.673374,172.205256,912.24858,96.15
256, 15:13:31,69.731376,172.671402,912.818182,96.15
257, 15:13:31,69.841343,173.299598,915.516335,96.15
258, 15:13:31,69.937776,173.8692,917.192472,96.15
259, 15:13:31,70.05524,174.47017,918.897727,96.15
260, 15:13:31,70.176373,175.209991,920.339489,96.15
261, 15:13:31,70.212397,175.555279,921.837358,96.15
262, 15:13:31,70.325876,176.320431,923.397017,96.15
263, 15:13:31,70.39098,176.802202,924.367188,96.15
264, 15:13:31,70.515467,177.499053,925.943182,96.15
265, 15:13:31,70.583215,178.377012,928.872869,96.15
266, 15:13:31,70.581203,178.567472,928.50142,96.15
267, 15:13:31,70.191051,177.028646,922.504261,96.15
268, 15:13:31,69.666903,174.807055,915.296875,96.15
269, 15:13:31,69.530934,173.601326,912.335227,96.15
270, 15:13:32,69.46366,173.111624,911.200994,96.15
271, 15:13:32,69.486703,172.993726,911.865767,96.15
272, 15:13:32,69.39536,172.525095,909.571023,96.15
273, 15:13:32,69.365728,172.415365,910.077415,96.15
274, 15:13:32,69.427794,172.585464,910.867898,96.15
275, 15:13:32,69.575481,173.197562,912.87571,96.15
276, 15:13:32,69.622672,173.546993,912.926847,96.15
277, 15:13:32,69.669508,173.75,913.931818,96.15
278, 15:13:32,69.709754,174.082386,914.928977,96.15
279, 15:13:32,69.745778,174.502486,915.216619,96.15
280, 15:13:32,69.844894,175.056463,916.827415,96.15
281, 15:13:32,69.916035,175.57197,919.224432,96.15
282, 15:13:32,70.056542,176.234967,921.307528,96.15
283, 15:13:32,70.146978,176.815459,922.949574,96.15
284, 15:13:32,70.191682,177.264441,923.791193,96.15
285, 15:13:32,70.313368,177.858665,925.68608,96.15
286, 15:13:32,70.354324,178.297348,925.738636,96.15
287, 15:13:32,70.460385,178.9375,927.934659,96.15
288, 15:13:32,70.520044,179.331913,928.590909,96.15
289, 15:13:32,70.616556,180.055634,931.00142,96.15
290, 15:13:32,70.685567,180.546283,932.604403,96.15
291, 15:13:32,70.78125,181.14678,934.017045,96.15
292, 15:13:32,70.901318,181.737571,935.360085,96.15
293, 15:13:32,70.973327,182.25,936.59375,96.15
294, 15:13:32,71.086095,182.90554,939.234375,96.15
295, 15:13:32,71.14461,183.290365,939.480824,96.15
296, 15:13:32,71.246409,183.835819,940.787642,96.15
297, 15:13:32,71.302123,184.406842,942.534801,96.15
298, 15:13:32,71.432489,185.025213,944.764915,96.15
299, 15:13:32,71.327888,184.9259,943.68892,96.15
300, 15:13:33,70.922388,183.407315,937.398438,96.1
301, 15:13:33,70.514205,181.653883,931.909091,96.1
302, 15:13:33,70.331913,180.723485,928.485795,96.1
303, 15:13:33,70.359414,180.582505,928.855824,96.1
304, 15:13:33,70.341343,180.317116,929.206676,96.1
305, 15:13:33,70.284683,179.954901,928.397017,96.1
306, 15:13:33,70.25142,179.661458,927.392045,96.1
307, 15:13:33,70.322522,179.835938,928.080966,96.1
308, 15:13:33,70.378591,180.088423,928.379972,96.1
309, 15:13:33,70.415128,180.222656,929.145597,96.1
310, 15:13:33,70.418087,180.214489,928.448864,96.1
311, 15:13:33,70.412169,180.200047,928.816761,96.1
312, 15:13:33,70.485322,180.439394,929.957386,96.1
313, 15:13:33,70.511324,180.586056,930.416903,96.1
314, 15:13:33,70.573469,180.942945,931.319602,96.1
315, 15:13:33,70.64102,181.304214,932.40483,96.1
316, 15:13:33,70.700166,181.515743,932.267756,96.1
317, 15:13:33,70.744437,181.851207,933.615767,96.1
318, 15:13:33,70.822917,182.195076,934.994318,96.1
