frame_index,timestamp,R,G,B,average_SpO2
0, 15:13:23,68.918127,156.965554,945.338778,96.375
1, 15:13:23,68.883878,156.987334,944.767756,96.375
2, 15:13:23,69.126105,157.505682,948.928977,96.375
3, 15:13:23,69.240451,157.812737,950.478693,96.375
4, 15:13:23,69.286222,157.811316,950.410511,96.375
5, 15:13:23,69.209635,158.036103,949.31321,96.375
6, 15:13:23,69.240136,158.254498,950.711648,96.375
7, 15:13:23,69.329782,158.980824,953.052557,96.375
8, 15:13:23,69.522214,159.539654,955.774858,96.375
9, 15:13:23,69.676807,160.230232,956.662642,96.375
10, 15:13:23,69.786695,160.872869,957.93608,96.375
11, 15:13:23,69.891927,161.497277,960.543324,96.375
12, 15:13:23,69.995384,162.022609,962.09304,96.375
13, 15:13:23,70.116517,162.642637,963.932528,96.375
14, 15:13:23,70.237374,163.28125,965.897727,96.375
15, 15:13:23,70.335859,163.913352,967.883523,96.375
16, 15:13:23,70.47672,164.448627,969.458807,96.375
17, 15:13:23,70.580177,165.092803,971.565341,96.375
18, 15:13:23,70.714923,165.705848,973.064631,96.375
19, 15:13:23,70.806187,166.307292,975.542614,96.375
20, 15:13:23,70.907315,166.908973,976.868608,96.375
21, 15:13:23,71.016572,167.513258,978.551136,96.375
22, 15:13:23,71.145676,168.07197,980.019886,96.375
23, 15:13:23,71.181858,168.323509,980.333097,96.375
24, 15:13:23,70.570707,166.388731,972.110795,96.375
25, 15:13:23,69.724669,162.887074,959.580966,96.375
26, 15:13:23,69.168995,160.242306,952.24929,96.375
27, 15:13:23,69.019926,159.101918,948.858665,96.375
28, 15:13:23,68.876184,158.229877,947.609375,96.375
29, 15:13:23,68.680279,157.29652,944.327415,96.375
30, 15:13:24,68.46291,156.392045,941.417614,96.35
31, 15:13:24,68.204151,155.238873,935.237216,96.35
32, 15:13:24,68.288707,155.541785,936.818892,96.35
33, 15:13:24,68.364426,155.741004,938.113636,96.35
34, 15:13:24,68.363123,155.796283,938.064631,96.35
35, 15:13:24,68.349984,155.843987,937.68608,96.35
36, 15:13:24,68.409485,156.043324,938.259943,96.35
37, 15:13:24,68.509785,156.429451,939.747159,96.35
38, 15:13:24,68.620186,156.978456,941.705966,96.35
39, 15:13:24,68.704506,157.483783,942.075994,96.35
40, 15:13:24,68.869673,158.134588,945.372869,96.35
41, 15:13:24,68.989899,158.733428,946.454545,96.35
42, 15:13:24,69.058436,159.255327,948.446733,96.35
43, 15:13:24,69.159051,159.788234,949.783381,96.35
44, 15:13:24,69.287405,160.266572,951.423295,96.35
45, 15:13:24,69.393821,160.837713,953.057528,96.35
46, 15:13:24,69.513613,161.445194,954.884233,96.35
47, 15:13:24,69.640822,162.091974,956.18821,96.35
48, 15:13:24,69.761285,162.658854,958.223011,96.35
49, 15:13:24,69.87571,163.296165,959.865057,96.35
50, 15:13:24,69.987413,163.875592,961.722301,96.35
51, 15:13:24,70.124803,164.599787,963.450994,96.35
52, 15:13:24,70.25947,165.229167,965.346591,96.35
53, 15:13:24,70.375276,165.812382,967.024858,96.35
54, 15:13:24,70.036656,164.675308,961.943892,96.35
55, 15:13:24,69.287247,161.767992,950.982955,96.35
56, 15:13:24,68.780934,159.227273,942.994318,96.35
57, 15:13:24,68.611979,158.084991,940.245739,96.35
58, 15:13:24,68.572877,157.648082,940.473722,96.35
59, 15:13:24,68.503906,156.972893,937.71804,96.35
60, 15:13:25,68.427083,156.367424,936.386364,96.4
61, 15:13:25,68.443221,156.371804,936.182528,96.4
62, 15:13:25,68.574377,156.740175,938.384233,96.4
63, 15:13:25,68.634864,157.065104,938.78267,96.4
64, 15:13:25,68.639875,157.036577,939.628551,96.4
65, 15:13:25,68.635535,157.02687,939.104403,96.4
66, 15:13:25,68.686908,157.225024,940.370028,96.4
67, 15:13:25,68.806818,157.730587,941.517045,96.4
68, 15:13:25,68.942708,158.270833,943.670455,96.4
69, 15:13:25,69.097972,158.8067,945.695312,96.4
70, 15:13:25,69.180911,159.542732,946.727983,96.4
71, 15:13:25,69.297348,160.028409,948.255682,96.4
72, 15:13:25,69.373382,160.482363,950.283381,96.4
73, 15:13:25,69.439946,160.92732,951.004261,96.4
74, 15:13:25,69.590672,161.623343,953.370739,96.4
75, 15:13:25,69.72092,162.165128,955.220881,96.4
76, 15:13:25,69.867069,162.750829,957.243608,96.4
77, 15:13:25,69.949021,163.329072,957.653409,96.4
78, 15:13:25,70.078756,163.9375,960.613636,96.4
79, 15:13:25,70.225458,164.659801,962.919034,96.4
80, 15:13:25,70.393584,165.351207,965.166903,96.4
81, 15:13:25,70.500355,166.044152,966.426847,96.4
82, 15:13:25,70.235598,165.121094,962.928267,96.4
83, 15:13:25,69.54727,162.507812,952.379261,96.4
84, 15:13:25,69.083333,160.320076,945.255682,96.4
85, 15:13:25,68.9753,159.315104,943.098011,96.4
86, 15:13:25,68.966146,158.997396,942.637784,96.4
87, 15:13:25,68.889599,158.506866,941.620739,96.4
88, 15:13:25,68.795652,157.858073,939.301847,96.4
89, 15:13:25,68.777344,157.765743,939.409801,96.4
90, 15:13:26,68.814789,157.956676,940.325284,96.4
91, 15:13:26,68.88589,158.101326,940.903409,96.4
92, 15:13:26,68.838226,158.069129,940.622159,96.4
93, 15:13:26,68.810488,157.975024,940.352983,96.4
94, 15:13:26,68.838344,158.167495,941.24929,96.4
95, 15:13:26,68.972341,158.696851,942.425426,96.4
96, 15:13:26,69.07848,159.153054,944.480824,96.4
97, 15:13:26,69.151002,159.63009,945.567472,96.4
98, 15:13:26,69.263771,160.116596,947.975142,96.4
99, 15:13:26,69.354759,160.546283,948.459517,96.4
100, 15:13:26,69.42586,161.025687,949.980824,96.4
101, 15:13:26,69.486624,161.429569,951.060369,96.4
102, 15:13:26,69.586174,161.822443,952.261364,96.4
103, 15:13:26,69.665365,162.292969,953.709517,96.4
104, 15:13:26,69.751933,162.775213,955.159801,96.4
105, 15:13:26,69.849747,163.194129,956.230114,96.4
106, 15:13:26,69.943695,163.738755,958.148438,96.4
107, 15:13:26,70.069997,164.194366,960.25142,96.4
108, 15:13:26,70.036813,164.291312,960.117188,96.4
109, 15:13:26,69.448272,162.23402,951.012074,96.4
110, 15:13:26,68.829506,159.578954,942.078835,96.4
111, 15:13:26,68.532434,157.874763,937.203125,96.4
112, 15:13:26,68.450955,156.971236,935.441051,96.4
113, 15:13:26,68.343395,156.439276,933.331676,96.4
114, 15:13:26,68.198587,155.558357,931.208097,96.4
115, 15:13:26,68.045494,154.87938,929.216619,96.4
116, 15:13:26,68.034446,154.824929,929.770597,96.4
117, 15:13:26,68.07193,154.867779,929.797585,96.4
118, 15:13:26,68.055516,154.864938,930.220881,96.4
119, 15:13:26,67.999803,154.667022,929.456676,96.4
120, 15:13:27,67.992543,154.635298,929.723722,96.15
121, 15:13:27,67.982205,154.760535,929.435369,96.15
122, 15:13:27,68.073153,155.046165,931.461648,96.15
123, 15:13:27,68.206558,155.485677,932.644176,96.15
124, 15:13:27,68.264757,156.071259,933.441761,96.15
125, 15:13:27,68.358546,156.481416,934.729403,96.15
126, 15:13:27,68.47096,156.893466,936.704545,96.15
127, 15:13:27,68.544744,157.315578,938.211648,96.15
128, 15:13:27,68.640586,157.652344,939.433949,96.15
129, 15:13:27,68.750829,158.167732,940.830256,96.15
130, 15:13:27,68.823903,158.597656,942.946733,96.15
131, 15:13:27,68.904593,159.092566,943.49858,96.15
132, 15:13:27,68.988005,159.478693,944.872159,96.15
133, 15:13:27,69.051057,159.85535,945.765625,96.15
134, 15:13:27,69.137034,160.245384,947.517756,96.15
135, 15:13:27,69.235993,160.76527,948.648438,96.15
136, 15:13:27,69.323272,161.117543,950.15696,96.15
137, 15:13:27,69.021701,160.14465,945.410511,96.15
138, 15:13:27,68.307292,157.241951,935.994318,96.15
139, 15:13:27,67.773477,154.676018,927.394176,96.15
140, 15:13:27,67.53997,153.350971,924.225142,96.15
141, 15:13:27,67.390862,152.479877,921.575284,96.15
142, 15:13:27,67.173532,151.571259,918.271307,96.15
143, 15:13:27,66.962555,150.634351,915.891335,96.15
144, 15:13:27,66.869476,150.196496,915.0,96.15
145, 15:13:27,66.957386,150.408144,915.767045,96.15
146, 15:13:27,67.035511,150.72822,917.551136,96.15
147, 15:13:27,67.052241,150.829545,917.349432,96.15
148, 15:13:27,67.07197,150.890625,918.079545,96.15
149, 15:13:27,67.089844,151.06688,918.09446,96.15
150, 15:13:28,67.200402,151.416548,920.022017,96.15
151, 15:13:28,67.34375,152.023674,921.698864,96.15
152, 15:13:28,67.483191,152.591146,923.305398,96.15
153, 15:13:28,67.609217,153.077178,925.119318,96.15
154, 15:13:28,67.748895,153.736269,927.860795,96.15
155, 15:13:28,67.82919,154.186908,927.584517,96.15
156, 15:13:28,67.940538,154.711293,930.977983,96.15
